"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"1","RT @DisneyInsider: Have you noticed all of the Easter eggs in #Moana? Check out this list: https://t.co/H1CeNNTz2W https://t.co/0AsVDeA8zl",8,FALSE,FALSE,"807721273337884672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 22:58:52 +0000 2016",NA,NA,"en",90,FALSE,"on standby","76534080","<U+2764><U+FE0F><U+C5B8><U+C81C><U+B098> <U+B0A8><U+D0DC><U+D604><U+D3B8><U+2764><U+FE0F> + <U+BC15><U+C778><U+C11C> + <U+2655>VIP<U+2655> + Breeder of traditional siberian cats in Asia",TRUE,"Wed Sep 23 02:30:53 +0000 2009",220253,8441,6141,FALSE,"http://matreshkasiberians.com","<U+B098><U+B514><U+C57C> nadia","Singapore","en",28800,632,"MatreshkaCats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://di.sn/60118z1OS","https://t.co/H1CeNNTz2W"
"2","RT @yeahimahootowl: Moana didnt know why she was special and why she had a passion for something she couldn't do but still tried when i  ",1,FALSE,FALSE,"807721281210585089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 22:58:54 +0000 2016",NA,NA,"en",36,FALSE,"Canada ","364665307","Acting|Criminal Minds|PLL|NewsRadio|KITH|Comedy|Disney|True crime|Music|Youtube|20| |-/ <U+2606><U+2022> #Hootowl #LightsArmy #DarknessInc #SantoroArmy #GOATTEAM #RobMafia <U+2153><U+2728>",TRUE,"Tue Aug 30 03:47:21 +0000 2011",177251,1266,12544,FALSE,"https://twitter.com/introvertpizza/status/650755553908494336","emily kamikaze<U+2744><U+FE0F>","Pacific Time (US & Canada)","en",-28800,396,"IntrovertPizza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/disney_uk/status/806450717535993856",""
"3","i watched moana yesterday and it was THE BEST THING EVER",0,FALSE,FALSE,"807721292589711360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 22:58:57 +0000 2016",NA,NA,"en",3,FALSE,"YOI hell","3251708941","Akashi Seijuro pa rin mga ulol",FALSE,"Sun Jun 21 13:58:53 +0000 2015",9334,110,931,FALSE,NA,"lololol","Pacific Time (US & Canada)","en",-28800,178,"yuriYOOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","RT @Disney_UK: Move over Elsa... It's #Moana's moment to shine! https://t.co/9yrKfA4ohU",886,FALSE,FALSE,"807721296138240000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 22:58:58 +0000 2016",NA,NA,"en",2,FALSE,"Edinburgh, Scotland","41572498","Who lives, who dies, who tells your story? <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> Returned to my Scottish roots after spending the last year traveling the world and working for a mouse <ed><U+00A0><U+00BD><ed><U+00B0><U+00AD>",TRUE,"Thu May 21 11:57:50 +0000 2009",436,123,126,FALSE,NA,"Nicole Abel","Edinburgh","en",0,147,"NicoleAbel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","ima ask my mom to go watch Moana with me tmrrw since no one else wants to watch it with me",0,FALSE,FALSE,"807721309396467716",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 22:59:01 +0000 2016",NA,NA,"en",4,FALSE,"D[M]V","841897315","Snapchat: k.rhyann",TRUE,"Sun Sep 23 15:21:50 +0000 2012",10552,4250,3846,FALSE,"https://www.instagram.com/kmgallano/","K","Atlantic Time (Canada)","en",-14400,3701,"kmgallano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","RT @Disney_UK: Move over Elsa... It's #Moana's moment to shine! https://t.co/9yrKfA4ohU",887,FALSE,FALSE,"807721310130503681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 22:59:01 +0000 2016",NA,NA,"en",56,FALSE,NA,"3742287617","Beauty blogger | Business Enquires: ibreathemakeup@hotmail.com | ig: ibreathemakeup_",TRUE,"Tue Sep 22 20:30:45 +0000 2015",2725,127,319,FALSE,"http://iibreathemakeup.blogspot.co.uk","iBreathemakeup",NA,"en-gb",NA,93,"ibreathemakeup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","RT @Disney_UK: Move over Elsa... It's #Moana's moment to shine! https://t.co/9yrKfA4ohU",888,FALSE,FALSE,"807721316627468292",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 22:59:03 +0000 2016",NA,NA,"en",1,FALSE,"Isle of Wight","196713712","sometimes things fall apart so that better things can fall together",TRUE,"Wed Sep 29 18:58:28 +0000 2010",6479,176,8786,FALSE,"http://Instagram.com/hxllxy_ox","holley","Amsterdam","en",3600,204,"holleysanger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a Moana Dorbz Ride! https://t.co/JMqqhzK5A3",3328,FALSE,FALSE,"807721328568573952",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Sat Dec 10 22:59:06 +0000 2016",NA,NA,"en",24,FALSE,"United Kingdom","3387437559","Blogger | Pro MUA | Cosplayer | Wannabe Mermaid | Proud Disney CM All opinions my own, not those of TWDC. <U+2728> https://www.instagram.com/mandyjeanworld/",FALSE,"Wed Jul 22 15:34:50 +0000 2015",2928,486,3663,FALSE,"http://mandyjeanworld.wordpress.com","Mandy Jean <U+2728>",NA,"en-GB",NA,617,"MandyJean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","RT @Disney_UK: Move over Elsa... It's #Moana's moment to shine! https://t.co/9yrKfA4ohU",889,FALSE,FALSE,"807721334050590720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 22:59:07 +0000 2016",NA,NA,"en",0,FALSE,"Larkhall, Scotland","724654592525479936","Snapchat- gillfinann",FALSE,"Mon Apr 25 17:41:33 +0000 2016",232,443,1537,FALSE,NA,"Gill",NA,"en-GB",NA,919,"gillfinnann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","10/10 would recommend seeing Moana       ",0,FALSE,FALSE,"807721352203476993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 22:59:11 +0000 2016",NA,NA,"en",3,FALSE,"Mechanicsville, VA","2697065156","Go team Iris <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>",TRUE,"Fri Aug 01 01:57:11 +0000 2014",5800,346,5092,FALSE,NA,"laineybugg <U+2661><U+5341>",NA,"en",NA,390,"LaineyMountjoy","US","United States","city","Mechanicsville, VA",NA,NA,37.6233055,-77.357365,NA,NA,NA,NA
